,season,firstName,lastName,position,origin,destination,transferDate,rating,stars,eligibility,positionType
1127,2022,Tray,Pettway,WR,UMass,Northern Arizona,2022-01-28T17:05:00.000Z,,3.0,Immediate,Offense
1128,2022,Calvin,McMillian,OT,Mississippi State,Southern Mississippi,2022-01-05T18:59:00.000Z,0.83,3.0,Immediate,Offense
1129,2022,Sully,Hardin,K,East Carolina,,2022-04-12T19:49:00.000Z,,,Immediate,K
1130,2022,Jailen,Nias,ATH,Buffalo,,2022-03-07T23:04:00.000Z,,3.0,Immediate,ATH
1131,2022,Deonte,Simpson,WR,North Texas,,2022-01-18T18:17:00.000Z,0.82,3.0,Immediate,Offense
1132,2022,Joshua,Burdsall,LB,Old Dominion,,2022-02-03T16:11:00.000Z,0.79,2.0,Immediate,Defense
1133,2022,Trustin,Oliver,S,Colorado,Central Arkansas,2021-11-30T15:53:00.000Z,0.81,3.0,Immediate,Defense
1134,2022,George,Johnson III,CB,Michigan,UMass,2022-01-06T15:04:00.000Z,0.85,3.0,Immediate,Defense
1135,2022,Javione,Carr,CB,Arizona,Kansas State,2021-11-29T20:58:00.000Z,0.82,3.0,Immediate,Defense
1136,2022,Bryce,Miller,WR,South Florida,,2021-11-16T15:40:00.000Z,0.8,3.0,Immediate,Offense
1137,2022,Tarique,Milton,WR,Iowa State,Texas,2021-11-29T22:44:00.000Z,0.85,3.0,Immediate,Offense
1138,2022,Aaron,Dumas,RB,New Mexico,Washington,2022-01-06T21:14:00.000Z,0.9,4.0,Immediate,Offense
1139,2022,Stacey,Marshall Jr.,TE,Arizona,Marshall,2021-11-29T21:29:00.000Z,,3.0,Immediate,Offense
1140,2022,Velton,Gardner,RB,Kansas,Grambling,2021-09-20T20:08:00.000Z,0.8,3.0,Immediate,Offense
1141,2022,Carter,Bradley,QB,Toledo,South Alabama,2021-11-29T14:18:00.000Z,0.8,3.0,Immediate,Offense
1142,2022,Joe,Rondi,DL,Syracuse,,2021-11-29T12:56:00.000Z,0.79,2.0,Immediate,Defense
1143,2022,Ameer,Speed,CB,Georgia,Michigan State,2022-01-11T22:08:00.000Z,0.87,3.0,Immediate,Defense
1144,2022,Bruce,Seton,LB,Washington State,,2021-12-30T23:32:00.000Z,,,Immediate,Defense
1145,2022,Kameron,Butler,EDGE,Miami (OH),Virginia,2022-01-24T22:33:00.000Z,0.9,4.0,Immediate,Defense
1146,2022,Pierre,Kemeni,CB,Ohio,Texas State,2021-11-15T23:43:00.000Z,0.79,2.0,Immediate,Defense
1147,2022,Andrew,Garwo,CB,Temple,UT Martin,2022-04-20T18:15:00.000Z,,3.0,Immediate,Defense
1148,2022,Mitchell,Tinsley,WR,Western Kentucky,Penn State,2021-12-07T16:41:00.000Z,0.89,3.0,Immediate,Offense
1149,2022,Vince,Picozzi,IOL,Colorado State,,2021-12-16T20:12:00.000Z,,,Immediate,Offense
1150,2022,Evan,Azzara,OT,Miami (OH),,2022-04-30T14:10:00.000Z,,3.0,Immediate,Offense
1151,2022,Lucas,Coley,QB,Arkansas,Houston,2022-04-06T17:45:00.000Z,0.85,3.0,Immediate,Offense
1152,2022,Jordan,Murray,TE,Missouri State,Hawai'i,2022-02-03T02:16:00.000Z,,,Immediate,Offense
1153,2022,Peter,Udoibok,WR,Minnesota,Northern Iowa,2022-01-31T16:18:00.000Z,,3.0,Immediate,Offense
1154,2022,Evan,Gregory,OT,Maryland,,2022-01-01T23:40:00.000Z,,3.0,Immediate,Offense
1155,2022,Jacardia,Wright,RB,Kansas State,Missouri State,2021-11-30T15:50:00.000Z,0.8,3.0,Immediate,Offense
1156,2022,Chris,Scruggs Jr.,WR,Southern Mississippi,,2021-08-06T18:42:00.000Z,0.79,2.0,Immediate,Offense
1157,2022,Rico,Frye,RB,Bowling Green,,2021-08-06T14:04:00.000Z,,3.0,Immediate,Offense
1158,2022,Alex,Okelo,WDE,Michigan State,,2021-09-25T17:06:00.000Z,,3.0,Immediate,WDE
1159,2022,Elelyon,Noa,RB,Utah State,,2022-01-27T20:26:00.000Z,0.87,3.0,Immediate,Offense
1160,2022,Daniel,George,WR,Penn State,Akron,2022-01-21T20:53:00.000Z,,4.0,Immediate,Offense
1161,2022,Duece,Mayberry,CB,Kansas,Louisiana Monroe,2022-04-15T19:44:00.000Z,,3.0,Immediate,Defense
1162,2022,KJ,Wallace,CB,Notre Dame,Georgia Tech,2022-01-20T19:43:00.000Z,0.87,3.0,Immediate,Defense
1163,2022,Carlos,Del Rio-Wilson,QB,Florida,Syracuse,2022-04-22T17:52:00.000Z,0.86,3.0,Immediate,Offense
1164,2022,Nelson,Foley,P,Miami,,2022-04-29T17:38:00.000Z,,,Immediate,P
1165,2022,Jaden,Handy,RB,Ole Miss,,2021-12-17T20:26:00.000Z,,3.0,Immediate,Offense
1166,2022,Andrew,Boyle,K,Washington State,Oregon,2022-01-19T15:06:00.000Z,0.81,3.0,Immediate,K
1167,2022,Greg,Brooks Jr.,CB,Arkansas,LSU,2022-01-13T18:08:00.000Z,0.9,4.0,Immediate,Defense
1168,2022,Shane,Illingworth,QB,Oklahoma State,Nevada,2022-01-24T16:29:00.000Z,0.89,3.0,Immediate,Offense
1169,2022,Luke,Akers,P,UCLA,Northwestern,2021-11-30T16:43:00.000Z,0.84,3.0,Immediate,P
1170,2022,Jalen,Alexander,S,Duke,Louisville,2022-01-09T11:04:00.000Z,0.87,3.0,Immediate,Defense
1171,2022,Kundarrius,Taylor,WR,UAB,,2021-12-16T19:42:00.000Z,,3.0,Immediate,Offense
1172,2022,Josh,Watts,P,Colorado,,2022-01-18T16:42:00.000Z,,3.0,Immediate,P
1173,2022,Drew,Sanders,LB,Alabama,Arkansas,2022-01-11T20:53:00.000Z,0.94,4.0,Immediate,Defense
1174,2022,Joseph,Daniels Jr.,CB,Indiana,,2021-11-30T14:05:00.000Z,,2.0,Immediate,Defense
1175,2022,Ryan,Watts,CB,Ohio State,Texas,2021-12-11T00:58:00.000Z,0.89,3.0,Immediate,Defense
1176,2022,Matt,Lowe,IOL,Fresno State,,2022-01-04T22:54:00.000Z,,3.0,Immediate,Offense
1177,2022,Blake,Grupe,K,Arkansas State,Notre Dame,2022-01-13T15:05:00.000Z,,,Immediate,K
1178,2022,Steven,Stilianos,TE,Lafayette,Iowa,2021-12-01T16:59:00.000Z,0.87,3.0,Immediate,Offense
1179,2022,Trenton,Gillison,TE,Michigan State,,2021-12-10T20:02:00.000Z,,4.0,Immediate,Offense
1180,2022,Lucas,Johnson,QB,San Diego State,,2021-12-28T22:38:00.000Z,,3.0,Immediate,Offense
1181,2022,Jesiah,Davis,WR,Virginia,,2021-11-26T19:02:00.000Z,0.82,3.0,Immediate,Offense
1182,2022,Deshawn,Troutman,LB,Miami,,2022-04-29T17:32:00.000Z,,3.0,Immediate,Defense
1183,2022,Zahir,Swann,RB,Central Michigan,,2021-11-10T20:29:00.000Z,,3.0,Immediate,Offense
1184,2022,Jonathan,Shepherd,WR,Oklahoma State,,2022-01-19T17:06:00.000Z,0.85,3.0,Immediate,Offense
1185,2022,Leo,Parker,RB,South Florida,,2021-11-02T15:30:00.000Z,,3.0,Immediate,Offense
1186,2022,Gaven,Haselhorst,LB,Kansas State,Fort Hays State,2022-04-27T22:13:00.000Z,,3.0,Immediate,Defense
1187,2022,Solomon,Brown,CB,Minnesota,Buffalo,2022-05-02T20:03:00.000Z,,3.0,Immediate,Defense
1188,2022,Jacob,Sykes,DL,Harvard,UCLA,2022-01-25T17:48:00.000Z,0.88,3.0,Immediate,Defense
1189,2022,Shaundre,Mims,DL,Charleston Southern,East Carolina,2021-11-23T14:02:00.000Z,0.84,3.0,Immediate,Defense
1190,2022,Bobby,Haskins,OT,Virginia,USC,2021-12-06T19:42:00.000Z,0.88,3.0,Immediate,Offense
1191,2022,Jarret,Doege,QB,West Virginia,Western Kentucky,2022-01-03T16:12:00.000Z,0.85,3.0,Immediate,Offense
1192,2022,Max,Fisher,WR,NC State,,2022-01-02T23:43:00.000Z,,3.0,Immediate,Offense
1193,2022,Aidan,Robbins,RB,Louisville,UNLV,2022-01-11T17:47:00.000Z,0.84,3.0,Immediate,Offense
1194,2022,Sidney,Walker,IOL,Connecticut,Buffalo,2021-12-01T18:40:00.000Z,0.81,3.0,Immediate,Offense
1195,2022,Norval,Black,WR,Penn State,,2021-12-17T18:20:00.000Z,,3.0,Immediate,Offense
1196,2022,Justin,Lockhart,WR,Nevada,San José State,2021-12-09T22:13:00.000Z,,,Immediate,Offense
1197,2022,Jaylon,Sharpe,LB,Charlotte,,2022-03-17T16:48:00.000Z,,3.0,Immediate,Defense
1198,2022,Willie,Taylor III,EDGE,Washington State,Eastern Kentucky,2022-01-13T18:43:00.000Z,0.83,3.0,Immediate,Defense
1199,2022,Cornell,Hendrick,WR,Old Dominion,Elon,2021-12-23T21:37:00.000Z,0.76,2.0,Immediate,Offense
1200,2022,Romello,Height,LB,Auburn,USC,2022-01-13T22:40:00.000Z,0.89,3.0,Immediate,Defense
1201,2022,Chris,Smith,DL,Harvard,Notre Dame,2022-04-06T17:00:00.000Z,0.87,3.0,Immediate,Defense
1202,2022,Andison,Coby,WR,Tennessee,Indiana,2022-01-12T21:01:00.000Z,,3.0,Immediate,Offense
1203,2022,Eriq,Gilyard,LB,UCF,Kansas,2021-10-06T15:23:00.000Z,0.81,3.0,Immediate,Defense
1204,2022,Brey,Walker,OT,Oklahoma,,2021-12-03T18:16:00.000Z,0.84,3.0,Immediate,Offense
1205,2022,Mac,Hollensteiner,OT,Georgetown,Virginia,2021-11-25T19:59:00.000Z,0.89,3.0,Immediate,Offense
1206,2022,Khari,Coleman,EDGE,TCU,Ole Miss,2022-02-15T22:51:00.000Z,0.88,3.0,Immediate,Defense
1207,2022,Jaylen,Martin,CB,California,,2022-01-03T18:04:00.000Z,,3.0,Immediate,Defense
1208,2022,Jojo,Falo,DL,Cal Poly,Hawai'i,2022-01-28T18:58:00.000Z,,3.0,Immediate,Defense
1209,2022,Jadon,Jackson,WR,Ole Miss,Kansas State,2022-01-04T16:27:00.000Z,0.85,3.0,Immediate,Offense
1210,2022,Cameron,Threatt,CB,Mississippi State,Akron,2021-08-01T05:00:00.000Z,,3.0,Immediate,Defense
1211,2022,Amir,Abdur-Rahman,WR,Vanderbilt,Ball State,2021-11-30T15:05:00.000Z,0.83,3.0,Immediate,Offense
1212,2022,Jarren,Williams,QB,South Florida,Alabama A&M,2021-11-10T21:28:00.000Z,0.8,3.0,Immediate,Offense
1213,2022,Jake,Haener,QB,Fresno State,Fresno State,2021-12-01T00:52:00.000Z,,3.0,Immediate,Offense
1214,2022,McKenzie,Barnes,CB,Arizona,,2022-01-08T21:03:00.000Z,,3.0,Immediate,Defense
1215,2022,Nick,Lewis,OT,Arkansas State,,2021-08-31T18:07:00.000Z,0.79,2.0,Immediate,Offense
1216,2022,Mahdi,Hazime,IOL,Michigan,,2021-08-31T16:35:00.000Z,,,Immediate,Offense
1217,2022,Doug,Brumfield,QB,UNLV,UNLV,2022-04-12T18:50:00.000Z,,3.0,Immediate,Offense
1218,2022,Tirek,Austin-Cave,LB,Miami,West Virginia,2022-04-13T15:39:00.000Z,,3.0,Immediate,Defense
1219,2022,Mekhi,Williams-Garner,S,Louisiana,LSU,2022-01-12T03:05:00.000Z,0.89,3.0,Immediate,Defense
1220,2022,Darrion,Henry-Young,DL,Ohio State,Kentucky,2021-12-20T16:32:00.000Z,0.89,3.0,Immediate,Defense
1221,2022,Cam,Dillon,ILB,Columbia,Duke,2021-12-10T20:53:00.000Z,0.83,3.0,Immediate,ILB
1222,2022,Daniel,Barker,TE,Illinois,Michigan State,2022-01-19T03:14:00.000Z,0.9,4.0,Immediate,Offense
1223,2022,Ben,Dinkel,P,South Dakota State,,2021-12-21T20:49:00.000Z,,,Immediate,P
1224,2022,Derek,Green,QB,SMU,Long Island University,2022-01-18T18:02:00.000Z,,,Immediate,Offense
1225,2022,Simeon,Evans,QB,Army,Sam Houston State,2021-11-29T13:42:00.000Z,0.78,2.0,Immediate,Offense
1226,2022,Aaron,Allen,QB,Louisiana Tech,Alcorn State,2021-12-06T17:52:00.000Z,0.81,3.0,Immediate,Offense
1227,2022,Landon,Jackson,EDGE,LSU,Arkansas,2021-12-08T18:47:00.000Z,0.9,4.0,Immediate,Defense
1228,2022,Jaylen,Pate,EDGE,Wyoming,,2022-01-19T19:54:00.000Z,,3.0,Immediate,Defense
1229,2022,Brian,Parish,OT,UMass,,2022-01-27T19:47:00.000Z,,2.0,Immediate,Offense
1230,2022,Conner,Maynard,P,Miami (OH),Appalachian State,2022-01-05T23:51:00.000Z,,,Immediate,P
1231,2022,Devin,Chandler,WR,Wisconsin,Virginia,2021-10-18T18:11:00.000Z,0.85,3.0,Immediate,Offense
1232,2022,Rory,Hanson,TE,Fresno State,,2022-03-17T18:24:00.000Z,,3.0,Immediate,Offense
1233,2022,J.J.,Pegues,TE,Auburn,Ole Miss,2022-01-17T23:01:00.000Z,0.91,4.0,Immediate,Offense
1234,2022,Mataio,Soli,EDGE,Arkansas,Hawai'i,2022-04-06T15:53:00.000Z,,4.0,Immediate,Defense
1235,2022,Jared,Gibble,TE,Virginia Tech,Campbell,2022-04-18T13:14:00.000Z,,3.0,Immediate,Offense
1236,2022,Khalen,Leonard,CB,Southern Mississippi,,2022-05-24T22:07:00.000Z,,3.0,Immediate,Defense
1237,2022,Cameron,Sims,CB,Georgia State,Mercer,2021-11-17T17:01:00.000Z,0.78,2.0,Immediate,Defense
1238,2022,Andre,Harris Jr.,IOL,Arkansas State,Duke,2022-02-23T16:35:00.000Z,,2.0,Immediate,Offense
1239,2022,DJ,Sims,WR,Virginia Tech,,2022-04-25T17:35:00.000Z,,3.0,Immediate,Offense
1240,2022,Adam,Barry,P,Temple,Oregon,2022-01-19T06:27:00.000Z,,,Immediate,P
1241,2022,James,Palmer,TE,Tulsa,,2022-02-28T17:30:00.000Z,,2.0,Immediate,Offense
1242,2022,Caleb,Christensen,CB,BYU,,2022-02-03T16:17:00.000Z,,3.0,Immediate,Defense
1243,2022,Nick,Curtis,LB,Auburn,,2022-01-04T19:56:00.000Z,,3.0,Immediate,Defense
1244,2022,Jeremy,Hunt,QB,Louisiana Monroe,,2022-01-12T23:15:00.000Z,,3.0,Immediate,Offense
1245,2022,Sokoya,McDuffie,DL,Old Dominion,Connecticut,2022-01-08T00:04:00.000Z,,3.0,Immediate,Defense
1246,2022,Cole,Feinauer,OT,Colorado State,Nevada,2021-12-08T13:37:00.000Z,,,Immediate,Offense
1247,2022,Joshua,Pakola,EDGE,Stanford,Fresno State,2022-02-16T06:00:00.000Z,0.87,3.0,TBD,Defense
1248,2022,Emmanuel,White,DL,Charlotte,,2022-02-18T15:49:00.000Z,,3.0,Immediate,Defense
1249,2022,Bralyn,Oliver,S,Louisville,Syracuse,2021-08-20T15:56:00.000Z,0.8,3.0,Immediate,Defense
1250,2022,La'andre,Thomas,S,Memphis,,2021-08-26T20:04:00.000Z,,3.0,Immediate,Defense
1251,2022,Tyler,Gore,CB,Georgia State,UT Martin,2021-10-29T13:42:00.000Z,,2.0,Immediate,Defense
1252,2022,Gregory,Clayton,WR,UT San Antonio,,2021-12-28T00:09:00.000Z,,3.0,Immediate,Offense
1253,2022,Davontae,McCrae,SDE,North Texas,,2021-11-16T12:19:00.000Z,0.8,3.0,Immediate,Defense
1254,2022,Stephen,Ruiz,K,Boston College,Indiana State,2021-12-27T16:17:00.000Z,,,Immediate,K
1255,2022,Caleb,Berry,RB,Washington,,2022-05-03T19:39:00.000Z,,3.0,Immediate,Offense
1256,2022,Joshua,Carter,ILB,South Alabama,,2022-04-29T14:23:00.000Z,,,Immediate,ILB
1257,2022,Ian,Williams,K,NC State,,2022-04-19T13:13:00.000Z,,2.0,Immediate,K
1258,2022,Jawaun,Johnson,WR,Louisiana Tech,,2022-01-18T17:24:00.000Z,,3.0,Immediate,Offense
1259,2022,Saeed,Holt,S,Toledo,,2021-10-26T18:39:00.000Z,0.8,3.0,Immediate,Defense
1260,2022,Ro,Torrence,CB,Auburn,Arizona State,2022-03-23T21:37:00.000Z,0.87,3.0,Immediate,Defense
1261,2022,Jermaine,McMillian,S,UCF,UMass,2021-11-09T18:29:00.000Z,0.8,3.0,Immediate,Defense
1262,2022,Lowell,Narcisse,QB,UT San Antonio,Nicholls,2021-12-15T20:28:00.000Z,,3.0,Immediate,Offense
1263,2022,Caleb,Johnson,LB,UCLA,Miami,2022-04-08T01:51:00.000Z,0.88,3.0,Immediate,Defense
1264,2022,Devlin,Kirklin,S,New Mexico State,,2021-09-20T16:51:00.000Z,,2.0,Immediate,Defense
1265,2022,Justus,Woods,RB,Stanford,,2021-09-20T16:50:00.000Z,,3.0,Immediate,Offense
1266,2022,Larry,Hodges,TE,Miami,Middle Tennessee,2022-02-14T20:53:00.000Z,0.86,3.0,Immediate,Offense
1267,2022,Diamonte,Tucker-Dorsey,LB,James Madison,Texas,2022-05-18T14:13:00.000Z,0.87,3.0,Immediate,Defense
1268,2022,Bryan,Gagg,QB,East Carolina,,2022-02-07T21:00:00.000Z,,3.0,Immediate,Offense
1269,2022,Tayvion,Robinson,WR,Virginia Tech,Kentucky,2021-12-02T15:18:00.000Z,0.89,3.0,Immediate,Offense
1270,2022,Cole,Brevard,DL,Penn State,Purdue,2022-04-25T12:55:00.000Z,,4.0,Immediate,Defense
1271,2022,Caeleb,Washington,DL,UMass,Southern Illinois,2022-04-22T18:42:00.000Z,,2.0,Immediate,Defense
1272,2022,Donald,McKinney,WR,San José State,Western Illinois,2022-02-15T22:10:00.000Z,,2.0,Immediate,Offense
1273,2022,Nick,D'Ambra,ATH,Western Illinois,Fresno State,2022-01-02T01:50:00.000Z,,,Immediate,ATH
1274,2022,Quinn,Ewers,QB,Ohio State,Texas,2021-12-04T01:45:00.000Z,1.0,5.0,Immediate,Offense
1275,2022,Robby,Ashford,QB,Auburn,Auburn,2022-01-05T20:41:00.000Z,0.81,3.0,Immediate,Offense
1276,2022,Terrell,Bynum,WR,Washington,USC,2021-12-24T04:26:00.000Z,0.88,3.0,Immediate,Offense
1277,2022,Conner,Parsons,IOL,Louisiana Monroe,,2021-11-30T15:36:00.000Z,0.79,2.0,Immediate,Offense
1278,2022,Brian,Edwards,CB,Central Michigan,,2021-08-27T14:05:00.000Z,,3.0,Immediate,Defense
1279,2022,Kelin,Burrle,LB,Arkansas,,2022-04-25T16:32:00.000Z,,3.0,Immediate,Defense
1280,2022,Grant,Stephens,OT,Colorado State,Washington State,2022-02-01T17:10:00.000Z,,,Immediate,Offense
1281,2022,Tavis,Lee,LB,West Virginia,,2022-02-17T16:53:00.000Z,,3.0,Immediate,Defense
1282,2022,Aaron,Holloway,WR,UNLV,,2021-12-01T23:04:00.000Z,,3.0,Immediate,Offense
1283,2022,Donovan,Eaglin,RB,Michigan State,,2022-04-18T16:31:00.000Z,,3.0,Immediate,Offense
1284,2022,Jalen,Monrrow,SDE,Cincinnati,,2022-03-28T12:15:00.000Z,,3.0,Immediate,Defense
1285,2022,Tymon,Mitchell,DL,Georgia,TCU,2022-04-19T19:39:00.000Z,0.87,3.0,Immediate,Defense
1286,2022,Toby,Ndukwe,LB,SMU,Sam Houston State,2022-01-12T15:38:00.000Z,,3.0,Immediate,Defense
1287,2022,Gayflor,Flomo,RB,Kansas,Concordia University,2022-04-15T00:23:00.000Z,,,Immediate,Offense
1288,2022,Ajou,Ajou,WR,Clemson,South Florida,2021-12-11T17:36:00.000Z,0.88,3.0,Immediate,Offense
1289,2022,Austin,Jones,RB,Stanford,USC,2022-01-12T17:56:00.000Z,0.89,3.0,Immediate,Offense
1290,2022,Jeremiah,Lewis,CB,Duke,,2021-12-15T21:43:00.000Z,,3.0,Immediate,Defense
1291,2022,Torrance,Davis,RB,Kentucky,,2021-12-07T16:50:00.000Z,,3.0,Immediate,Offense
1292,2022,Joshua,Sauickie,IOL,Air Force,,2021-09-20T16:53:00.000Z,,,Immediate,Offense
1293,2022,Marquis,Robinson,DL,Auburn,,2022-01-27T15:40:00.000Z,0.88,3.0,Immediate,Defense
1294,2022,Ben,VanSumeren,LB,Michigan State,Michigan State,2022-03-14T16:35:00.000Z,,3.0,Immediate,Defense
1295,2022,Sam,Crawford,WR,Tulsa,Rice,2021-11-29T22:28:00.000Z,0.86,3.0,Immediate,Offense
1296,2022,Elijah,Cooks,WR,Nevada,San José State,2021-12-08T21:49:00.000Z,0.87,3.0,Immediate,Offense
1297,2022,Robby,Rochester,OT,Connecticut,TCU,2022-02-03T16:12:00.000Z,0.82,3.0,Immediate,Offense
1298,2022,Stan,Livingstone Jr.,CB,San José State,Tuskegee,2022-03-23T16:48:00.000Z,,3.0,Immediate,Defense
1299,2022,Tyrone,Barber,DL,South Florida,,2022-01-25T16:24:00.000Z,0.82,3.0,Immediate,Defense
1300,2022,Zephaniah,Maea,LB,Colorado,Southern,2021-11-30T14:07:00.000Z,0.84,3.0,Immediate,Defense
1301,2022,Parker,Grothaus,K,Florida State,West Virginia,2021-12-18T06:00:00.000Z,,,Immediate,K
1302,2022,Lonnie,Rice,S,Buffalo,,2021-11-18T21:56:00.000Z,0.79,2.0,Immediate,Defense
1303,2022,Ethon,Williams,WR,Boston College,Connecticut,2022-01-19T20:38:00.000Z,,3.0,Immediate,Offense
1304,2022,Davon,Martin,CB,Middle Tennessee,,2021-12-15T22:20:00.000Z,,3.0,Immediate,Defense
1305,2022,Jayden,Chalmers,CB,East Carolina,Campbell,2022-04-12T16:57:00.000Z,,3.0,Immediate,Defense
1306,2022,Dorian,Hardy,DL,East Carolina,,2022-01-27T16:39:00.000Z,,3.0,Immediate,Defense
1307,2022,Bobby,Cole,RB,New Mexico,,2022-01-19T15:11:00.000Z,,2.0,Immediate,Offense
1308,2022,Cam,Reddy,IOL,Colorado State,Liberty,2022-02-02T18:47:00.000Z,,,Immediate,Offense
1309,2022,Terreance,Ellis,LB,Rice,Alcorn State,2021-12-14T21:50:00.000Z,,,Immediate,Defense
1310,2022,Brylan,Lanier,CB,Alabama,Indiana,2022-01-12T00:32:00.000Z,,3.0,Immediate,Defense
1311,2022,Lucas,Dunker Jr.,K,Washington State,,2022-02-11T17:12:00.000Z,,,Immediate,K
1312,2022,Jahquan,Bloomfield,WR,Louisiana Monroe,,2022-01-18T14:46:00.000Z,,2.0,Immediate,Offense
1313,2022,Morven,Joseph,LB,Tennessee,Florida Atlantic,2021-11-08T14:58:00.000Z,0.85,3.0,Immediate,Defense
1314,2022,Raymond,Scott,LB,USC,Fresno State,2021-12-09T22:26:00.000Z,0.87,3.0,Immediate,Defense
1315,2022,Brendan,Tuholski,TE,UC Davis,,2022-02-01T15:13:00.000Z,,2.0,Immediate,Offense
1316,2022,Baylor,Cupp,TE,Texas A&M,Texas Tech,2022-03-30T16:15:00.000Z,0.88,3.0,Immediate,Offense
1317,2022,Owen,Condon,OT,Georgia,SMU,2022-03-15T20:31:00.000Z,0.87,3.0,Immediate,Offense
1318,2022,Raheme,Fuller,CB,Middle Tennessee,,2022-01-31T16:13:00.000Z,,3.0,Immediate,Defense
1319,2022,Brayden,DeVault-Smith,LB,Vanderbilt,Samford,2021-12-10T21:57:00.000Z,,2.0,Immediate,Defense
1320,2022,Isheem,Young,S,Iowa State,Ole Miss,2021-12-13T22:10:00.000Z,0.89,3.0,Immediate,Defense
1321,2022,Mohamoud,Diabate,LB,Florida,Utah,2022-01-05T02:57:00.000Z,0.91,4.0,Immediate,Defense
1322,2022,Caleb,Williams,QB,Oklahoma,USC,2022-01-03T21:22:00.000Z,1.0,5.0,Immediate,Offense
1323,2022,Omar,Brown,CB,Northern Iowa,Nebraska,2022-01-18T20:19:00.000Z,0.89,3.0,Immediate,Defense
1324,2022,Londyn,Craft,S,Mississippi State,,2021-10-22T21:08:00.000Z,,2.0,Immediate,Defense
1325,2022,Jarett,Garner,WR,Duke,East Carolina,2022-01-25T18:53:00.000Z,,3.0,Immediate,Offense
1326,2022,Frankie,Burgess,LB,Maryland,,2021-10-28T18:45:00.000Z,,3.0,Immediate,Defense
1327,2022,Patrick,Lucas,DL,Ole Miss,Indiana,2021-11-29T23:12:00.000Z,0.82,3.0,Immediate,Defense
1328,2022,Kaedin,Robinson,WR,UCF,Appalachian State,2021-11-28T14:50:00.000Z,0.81,3.0,Immediate,Offense
1329,2022,Tahliq,Battle,RB,Buffalo,,2021-11-30T20:15:00.000Z,,,Immediate,Offense
1330,2022,Khafre,Brown,WR,North Carolina,South Florida,2021-10-18T15:39:00.000Z,0.85,3.0,Immediate,Offense
1331,2022,Des,Holmes,IOL,Penn State,Arizona State,2021-12-07T20:54:00.000Z,0.84,3.0,Immediate,Offense
1332,2022,Gavin,McCabe,DL,Indiana,,2022-01-12T16:45:00.000Z,,3.0,Immediate,Defense
1333,2022,Lacarea,Pleasant-Johnson,CB,Utah,,2022-02-01T23:05:00.000Z,,3.0,Immediate,Defense
1334,2022,Jared,Verse,EDGE,Albany,Florida State,2021-11-30T16:14:00.000Z,0.93,4.0,Immediate,Defense
1335,2022,A.J.,Davis,RB,Pittsburgh,James Madison,2021-10-06T18:37:00.000Z,0.8,3.0,Immediate,Offense
1336,2022,Nik,Scalzo,QB,Kentucky,Samford,2021-11-29T06:00:00.000Z,0.8,3.0,Immediate,Offense
1337,2022,Grayson,Murphy,EDGE,North Texas,UCLA,2022-01-27T20:53:00.000Z,0.89,3.0,Immediate,Defense
1338,2022,Jerome,Buckner,WR,Ohio,,2021-10-25T17:05:00.000Z,,2.0,Immediate,Offense
1339,2022,J'Marion,Gooch,OT,Missouri,,2021-09-07T16:44:00.000Z,0.82,3.0,Immediate,Offense
1340,2022,Steele,Dubar,LB,Colorado,,2021-10-28T18:51:00.000Z,0.75,2.0,Immediate,Defense
1341,2022,Jordan,Bennett,WR,Georgia Southern,,2022-04-26T15:19:00.000Z,,3.0,Immediate,Offense
1342,2022,Marcus,McElroy,RB,Colorado State,McNeese,2021-12-15T15:23:00.000Z,0.79,2.0,Immediate,Offense
1343,2022,Rashad,Cheney,DL,Minnesota,South Florida,2021-11-22T16:42:00.000Z,0.8,3.0,Immediate,Defense
1344,2022,Tharon,Davis,RB,Memphis,,2022-01-19T15:03:00.000Z,,3.0,Immediate,Offense
1345,2022,John,Ward,DL,UCLA,Utah State,2021-12-10T17:08:00.000Z,,3.0,Immediate,Defense
1346,2022,Derick,Hunter,OT,Texas A&M,Hinds C.C.,2022-04-13T15:34:00.000Z,,,Immediate,Offense
1347,2022,Cesar,Reyes,OT,South Florida,,2022-04-11T16:10:00.000Z,,3.0,Immediate,Offense
1348,2022,Cade,Beresford,OT,Washington State,Boise State,2021-12-01T22:07:00.000Z,0.89,3.0,Immediate,Offense
1349,2022,Dazalin,Worsham,WR,Miami,Auburn,2022-04-30T01:19:00.000Z,0.87,3.0,Immediate,Offense
1350,2022,Daniel,Johnson,TE,Kent State,,2022-02-07T17:06:00.000Z,,2.0,Immediate,Offense
1351,2022,Wayne,Taulapapa,RB,Virginia,Washington,2022-04-04T19:54:00.000Z,0.85,3.0,Immediate,Offense
1352,2022,Jordan,Eubanks,LB,Florida State,UNLV,2022-01-06T19:53:00.000Z,0.83,3.0,Immediate,Defense
1353,2022,Rashad,Scott,WR,San Diego State,,2022-01-31T20:53:00.000Z,0.82,3.0,Immediate,Offense
1354,2022,Nicholas,Days,LB,Western Kentucky,,2022-03-09T14:34:00.000Z,,3.0,Immediate,Defense
1355,2022,Chase,Mason,QB,Nebraska,South Dakota State,2021-11-15T20:53:00.000Z,0.85,3.0,Immediate,Offense
1356,2022,Zach,Evans,RB,TCU,Ole Miss,2021-11-29T22:55:00.000Z,0.95,4.0,Immediate,Offense
